,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane,resolution_outcome
134,INTERSECTION,DOT,Department of Transportation,,QUEENS,,,,Cambria Heights,2019-03-14T10:50:00.000,13 QUEENS,Street Condition,2019-03-11T00:06:02.000,,,Pothole,,N/A,,11411,223 STREET,FRANCIS LEWIS BOULEVARD,40.687765034891505,"{'type': 'Point', 'coordinates': [-73.740945226116, 40.687765034892]}",,-73.74094522611576,UNKNOWN,QUEENS,Unspecified,2019-03-14T10:50:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,,,,41919870,1056094,189954,1
135,ADDRESS,NYPD,New York City Police Department,4094270040,QUEENS,,,,SOUTH RICHMOND HILL,2019-03-11T03:13:23.000,09 QUEENS,Blocked Driveway,2019-03-11T00:06:06.000,109 STREET,110 STREET,Partial Access,2019-03-11T08:06:06.000,Precinct,109-11 103 AVENUE,11419,,,40.68562743358597,"{'type': 'Point', 'coordinates': [-73.833237445206, 40.685627433586]}",Street/Sidewalk,-73.83323744520615,ONLINE,QUEENS,Unspecified,2019-03-11T03:13:24.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,103 AVENUE,,,41920869,1030500,189113,1
136,ADDRESS,NYPD,New York City Police Department,2043440035,BRONX,,,,BRONX,2019-03-11T00:34:38.000,11 BRONX,Noise - Residential,2019-03-11T00:06:16.000,PELHAM PARKWAY,ASTOR AVENUE,Banging/Pounding,2019-03-11T08:06:16.000,Precinct,2251 HOLLAND AVENUE,10467,,,40.8587476839271,"{'type': 'Point', 'coordinates': [-73.865624544202, 40.858747683927]}",Residential Building/House,-73.86562454420242,ONLINE,BRONX,Unspecified,2019-03-11T00:34:38.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,HOLLAND AVENUE,,,41919646,1021421,252171,0
137,ADDRESS,NYPD,New York City Police Department,4017800092,QUEENS,,,,CORONA,2019-03-11T01:03:01.000,03 QUEENS,Blocked Driveway,2019-03-11T00:06:23.000,39 AVENUE,ROOSEVELT AVENUE,No Access,2019-03-11T08:06:23.000,Precinct,39-09 108 STREET,11368,,,40.75136337764335,"{'type': 'Point', 'coordinates': [-73.859081057178, 40.751363377643]}",Street/Sidewalk,-73.85908105717753,PHONE,QUEENS,Unspecified,2019-03-11T01:03:01.000,The Police Department issued a summons in response to the complaint.,,Closed,108 STREET,,,41920270,1023294,213050,1
138,ADDRESS,NYPD,New York City Police Department,4089070032,QUEENS,,,,WOODHAVEN,2019-03-11T03:28:37.000,09 QUEENS,Illegal Parking,2019-03-11T00:06:24.000,89 AVENUE,90 AVENUE,Blocked Hydrant,2019-03-11T08:06:24.000,Precinct,89-12 78 STREET,11421,,,40.68830998180353,"{'type': 'Point', 'coordinates': [-73.863040092998, 40.688309981804]}",Street/Sidewalk,-73.86304009299792,MOBILE,QUEENS,Unspecified,2019-03-11T03:28:37.000,The Police Department issued a summons in response to the complaint.,,Closed,78 STREET,,,41921449,1022233,190076,1
139,ADDRESS,NYPD,New York City Police Department,4020150048,QUEENS,,,,CORONA,2019-03-11T05:00:17.000,04 QUEENS,Derelict Vehicle,2019-03-11T00:06:44.000,111 STREET,114 STREET,With License Plate,2019-03-11T08:06:44.000,Precinct,111-69 43 AVENUE,11368,,,40.74973520668347,"{'type': 'Point', 'coordinates': [-73.854241022916, 40.749735206683]}",Street/Sidewalk,-73.85424102291579,MOBILE,QUEENS,Unspecified,2019-03-11T05:00:17.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,43 AVENUE,,,41922336,1024636,212459,0
140,ADDRESS,NYPD,New York City Police Department,2031880090,BRONX,,,,BRONX,2019-03-11T07:46:12.000,05 BRONX,Noise - Residential,2019-03-11T00:07:01.000,EAST 184 STREET,EAST FORDHAM ROAD,Loud Music/Party,2019-03-11T08:07:01.000,Precinct,2373 WALTON AVENUE,10468,,,40.86060083072385,"{'type': 'Point', 'coordinates': [-73.901439846419, 40.860600830724]}",Residential Building/House,-73.90143984641861,PHONE,BRONX,Unspecified,2019-03-11T07:46:12.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,WALTON AVENUE,,,41921709,1011513,252833,1
141,ADDRESS,NYPD,New York City Police Department,4014640043,QUEENS,,,,JACKSON HEIGHTS,2019-03-11T02:30:57.000,03 QUEENS,Noise - Residential,2019-03-11T00:07:08.000,35 AVENUE,37 AVENUE,Loud Music/Party,2019-03-11T08:07:08.000,Precinct,35-63 90 STREET,11372,,,40.75124666182495,"{'type': 'Point', 'coordinates': [-73.876993915004, 40.751246661825]}",Residential Building/House,-73.87699391500416,PHONE,QUEENS,Unspecified,2019-03-11T02:30:57.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,90 STREET,,,41922971,1018331,213000,1
142,ADDRESS,NYPD,New York City Police Department,4035860045,QUEENS,,,,RIDGEWOOD,2019-03-11T01:41:29.000,05 QUEENS,Drinking,2019-03-11T00:07:10.000,75 AVENUE,ST FELIX AVENUE,In Public,2019-03-11T08:07:10.000,Precinct,75-03 61 STREET,11385,,,40.698435087828024,"{'type': 'Point', 'coordinates': [-73.893893433643, 40.698435087828]}",Residential Building/House,-73.89389343364347,PHONE,QUEENS,Unspecified,2019-03-11T01:41:29.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,61 STREET,,,41919961,1013672,193753,0
143,ADDRESS,NYPD,New York City Police Department,1021350017,MANHATTAN,,,,NEW YORK,2019-03-11T01:05:02.000,12 MANHATTAN,Noise - Residential,2019-03-11T00:07:25.000,BEND,WEST 160 STREET,Loud Music/Party,2019-03-11T08:07:25.000,Precinct,845 RIVERSIDE DRIVE,10032,,,40.83647171493619,"{'type': 'Point', 'coordinates': [-73.946688484598, 40.836471714936]}",Residential Building/House,-73.94668848459759,MOBILE,MANHATTAN,Unspecified,2019-03-11T01:05:02.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,RIVERSIDE DRIVE,,,41923167,999002,244031,0
144,LATLONG,NYPD,New York City Police Department,,BROOKLYN,,,,BROOKLYN,2019-03-11T03:42:44.000,13 BROOKLYN,Illegal Parking,2019-03-11T00:09:17.000,,,Posted Parking Sign Violation,2019-03-11T08:09:17.000,Precinct,WEST 12 STREET,11223,,,40.59338491979428,"{'type': 'Point', 'coordinates': [-73.98266265917, 40.593384919794]}",Street/Sidewalk,-73.98266265917007,MOBILE,BROOKLYN,Unspecified,2019-03-11T03:42:44.000,The Police Department issued a summons in response to the complaint.,,Closed,WEST 12 STREET,,,41919709,989065,155463,1
145,ADDRESS,NYPD,New York City Police Department,3031647501,BROOKLYN,,,,BROOKLYN,2019-03-11T01:43:31.000,04 BROOKLYN,Noise - Commercial,2019-03-11T00:09:38.000,CENTRAL AVENUE,WILSON AVENUE,Loud Music/Party,2019-03-11T08:09:38.000,Precinct,161 JEFFERSON STREET,11206,,,40.7009793841803,"{'type': 'Point', 'coordinates': [-73.929543310861, 40.70097938418]}",Store/Commercial,-73.92954331086139,MOBILE,BROOKLYN,Unspecified,2019-03-11T01:43:31.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,JEFFERSON STREET,,,41922211,1003786,194670,1
146,ADDRESS,NYPD,New York City Police Department,1003980066,MANHATTAN,,,,NEW YORK,2019-03-11T01:16:13.000,03 MANHATTAN,Noise - Commercial,2019-03-11T00:09:56.000,AVENUE A,AVENUE B,Loud Music/Party,2019-03-11T08:09:56.000,Precinct,152 EAST 2 STREET,10009,,,40.722820867722895,"{'type': 'Point', 'coordinates': [-73.985291460228, 40.722820867723]}",Store/Commercial,-73.98529146022757,MOBILE,MANHATTAN,Unspecified,2019-03-11T01:16:13.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,EAST 2 STREET,,,41922046,988327,202620,0
147,ADDRESS,DSNY,BCC - Brooklyn South,3010700018,BROOKLYN,,,,BROOKLYN,2019-03-11T12:00:00.000,06 BROOKLYN,Missed Collection (All Materials),2019-03-11T00:10:00.000,POLHEMUS PLACE,FISKE PLACE,1RG Missed Recycling Paper,,DSNY Garage,798 CARROLL STREET,11215,,,40.672669448526,"{'type': 'Point', 'coordinates': [-73.97498147907, 40.672669448526]}",Sidewalk,-73.97498147907046,ONLINE,BROOKLYN,Unspecified,2019-03-11T12:00:00.000,The Department of Sanitation investigated this complaint and found no condition at the location.,,Closed,CARROLL STREET,,,41935069,991190,184349,0
148,ADDRESS,NYPD,New York City Police Department,,QUEENS,,,,RIDGEWOOD,2019-03-11T01:28:21.000,05 QUEENS,Noise - Street/Sidewalk,2019-03-11T00:10:11.000,SENECA AVENUE,ONDERDONK AVENUE,Loud Music/Party,2019-03-11T08:10:11.000,Precinct,1813 GATES AVENUE,11385,,,40.70354711712005,"{'type': 'Point', 'coordinates': [-73.90813876287, 40.70354711712]}",Street/Sidewalk,-73.90813876286985,ONLINE,QUEENS,Unspecified,2019-03-11T01:28:21.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,GATES AVENUE,,,41920310,1009720,195611,0
149,ADDRESS,HPD,Department of Housing Preservation and Development,3060260001,BROOKLYN,,,,BROOKLYN,2019-03-28T09:17:20.000,10 BROOKLYN,WATER LEAK,2019-03-11T00:10:36.000,,,HEAVY FLOW,,N/A,8415 4 AVENUE,11209,,,40.62390222032294,"{'type': 'Point', 'coordinates': [-74.027889317865, 40.623902220323004]}",RESIDENTIAL BUILDING,-74.02788931786523,ONLINE,BROOKLYN,Unspecified,2019-03-28T09:17:20.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,4 AVENUE,,,41933691,976508,166582,0
150,ADDRESS,HPD,Department of Housing Preservation and Development,2028360012,BRONX,,,,BRONX,,04 BRONX,PLUMBING,2019-03-11T00:10:36.000,,,BATHTUB/SHOWER,,N/A,1555 GRAND CONCOURSE,10452,,,40.84220908371895,"{'type': 'Point', 'coordinates': [-73.91228428654, 40.842209083719]}",RESIDENTIAL BUILDING,-73.91228428654,PHONE,BRONX,Unspecified,2019-03-11T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,GRAND CONCOURSE,,,41932740,1008520,246129,0
151,ADDRESS,NYPD,New York City Police Department,4034520041,QUEENS,,,,RIDGEWOOD,2019-03-11T01:39:28.000,05 QUEENS,Noise - Residential,2019-03-11T00:10:55.000,CYPRESS AVENUE,SENECA AVENUE,Loud Television,2019-03-11T08:10:55.000,Precinct,1719 GATES AVENUE,11385,,,40.702441872704426,"{'type': 'Point', 'coordinates': [-73.90926914728, 40.702441872704]}",Residential Building/House,-73.9092691472796,MOBILE,QUEENS,Unspecified,2019-03-11T01:39:28.000,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,,Closed,GATES AVENUE,,,41920699,1009407,195208,0
152,ADDRESS,DEP,Department of Environmental Protection,1021150005,MANHATTAN,,,,NEW YORK,2019-03-11T16:32:00.000,Unspecified MANHATTAN,Noise,2019-03-11T00:11:00.000,AMSTERDAM AVE,BROADWAY,"Noise, Barking Dog (NR5)",,N/A,550 W 157 ST,10032,,,40.83383020064888,"{'type': 'Point', 'coordinates': [-73.94435614647401, 40.833830200649]}",,-73.94435614647422,PHONE,MANHATTAN,Unspecified,2019-03-11T16:32:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,W 157 ST,,,41928220,999648,243069,1
153,LATLONG,NYPD,New York City Police Department,,BROOKLYN,,,,BROOKLYN,2019-03-11T04:16:00.000,13 BROOKLYN,Illegal Parking,2019-03-11T00:11:02.000,,,Posted Parking Sign Violation,2019-03-11T08:11:02.000,Precinct,WEST 12 STREET,11223,,,40.59338491979428,"{'type': 'Point', 'coordinates': [-73.98266265917, 40.593384919794]}",Street/Sidewalk,-73.98266265917007,MOBILE,BROOKLYN,Unspecified,2019-03-11T04:16:00.000,The Police Department issued a summons in response to the complaint.,,Closed,WEST 12 STREET,,,41919982,989065,155463,1
154,,DPR,Department of Parks and Recreation,,Unspecified,,,,BROOKLYN,2019-03-18T14:57:57.000,0 Unspecified,Maintenance or Facility,2019-03-11T00:11:10.000,,,Structure - Outdoors,2019-03-25T00:11:10.000,N/A,,11232,,,,,Park,,MOBILE,Unspecified,Bush Terminal Park,2019-03-18T14:57:57.000,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,,Closed,,,,41922003,,,1
155,BLOCKFACE,DOT,Department of Transportation,,MANHATTAN,,,,NEW YORK,2019-03-13T01:10:00.000,05 MANHATTAN,Street Condition,2019-03-11T00:11:12.000,MADISON AVENUE,VANDERBILT AVENUE,Pothole,,N/A,EAST   44 STREET,10017,,,40.75390674751415,"{'type': 'Point', 'coordinates': [-73.977885386606, 40.753906747514]}",,-73.97788538660564,UNKNOWN,MANHATTAN,Unspecified,2019-03-13T01:10:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,EAST   44 STREET,,,41946027,990377,213946,1
156,ADDRESS,NYPD,New York City Police Department,2056250094,BRONX,,,,BRONX,2019-03-11T05:26:29.000,10 BRONX,Noise - Commercial,2019-03-11T00:11:14.000,MARINE STREET,PILOT STREET,Loud Music/Party,2019-03-11T08:11:14.000,Precinct,101 CITY ISLAND AVENUE,10464,,,40.840703630741196,"{'type': 'Point', 'coordinates': [-73.784062134523, 40.840703630741]}",Club/Bar/Restaurant,-73.78406213452261,ONLINE,BRONX,Unspecified,2019-03-11T05:26:29.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,CITY ISLAND AVENUE,,,41920867,1043999,245642,0
157,ADDRESS,NYPD,New York City Police Department,1017950032,MANHATTAN,,,,NEW YORK,2019-03-11T00:57:56.000,11 MANHATTAN,Illegal Parking,2019-03-11T00:11:31.000,2 AVENUE,1 AVENUE,Blocked Hydrant,2019-03-11T08:11:31.000,Precinct,352 EAST 119 STREET,10035,,,40.798151909359184,"{'type': 'Point', 'coordinates': [-73.934533060045, 40.798151909359]}",Street/Sidewalk,-73.9345330600447,MOBILE,MANHATTAN,Unspecified,2019-03-11T00:57:56.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,EAST 119 STREET,,,41922873,1002376,230072,1
158,ADDRESS,NYPD,New York City Police Department,3042710005,BROOKLYN,,,,BROOKLYN,2019-03-11T04:38:08.000,05 BROOKLYN,Noise - Residential,2019-03-11T00:12:21.000,SUTTER AVENUE,BLAKE AVENUE,Loud Television,2019-03-11T08:12:21.000,Precinct,675 LINCOLN AVENUE,11208,,,40.67267423805446,"{'type': 'Point', 'coordinates': [-73.866435646459, 40.672674238054]}",Residential Building/House,-73.8664356464594,ONLINE,BROOKLYN,Unspecified,2019-03-11T04:38:08.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,LINCOLN AVENUE,,,41920474,1021300,184378,0
159,ADDRESS,NYPD,New York City Police Department,4068290001,QUEENS,,,,FRESH MEADOWS,2019-03-11T05:07:22.000,08 QUEENS,Non-Emergency Police Matter,2019-03-11T00:12:36.000,78 AVENUE,78 ROAD,Other (complaint details),2019-03-11T08:12:36.000,Precinct,78-15 PARSONS BOULEVARD,11366,,,40.72195913199264,"{'type': 'Point', 'coordinates': [-73.809696824262, 40.721959131993]}",Street/Sidewalk,-73.80969682426189,ONLINE,QUEENS,Unspecified,2019-03-11T05:07:22.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,PARSONS BOULEVARD,,,41920379,1037000,202363,0
160,ADDRESS,NYPD,New York City Police Department,1017960021,MANHATTAN,,,,NEW YORK,2019-03-11T00:58:57.000,11 MANHATTAN,Illegal Parking,2019-03-11T00:12:38.000,2 AVENUE,1 AVENUE,Blocked Hydrant,2019-03-11T08:12:38.000,Precinct,345 EAST 119 STREET,10035,,,40.79816562478795,"{'type': 'Point', 'coordinates': [-73.934518599471, 40.798165624788]}",Street/Sidewalk,-73.93451859947129,MOBILE,MANHATTAN,Unspecified,2019-03-11T00:58:57.000,The Police Department issued a summons in response to the complaint.,,Closed,EAST 119 STREET,,,41922226,1002380,230077,1
161,ADDRESS,NYPD,New York City Police Department,1017960007,MANHATTAN,,,,NEW YORK,2019-03-11T00:59:58.000,11 MANHATTAN,Illegal Parking,2019-03-11T00:13:17.000,2 AVENUE,1 AVENUE,Blocked Hydrant,2019-03-11T08:13:17.000,Precinct,311 EAST 119 STREET,10035,,,40.798663085231446,"{'type': 'Point', 'coordinates': [-73.93569916815, 40.798663085231]}",Street/Sidewalk,-73.93569916814982,MOBILE,MANHATTAN,Unspecified,2019-03-11T00:59:58.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,EAST 119 STREET,,,41922839,1002053,230258,1
162,ADDRESS,NYPD,New York City Police Department,4035860046,QUEENS,,,,RIDGEWOOD,2019-03-11T01:40:29.000,05 QUEENS,Noise - Residential,2019-03-11T00:13:52.000,75 AVENUE,ST FELIX AVENUE,Loud Music/Party,2019-03-11T08:13:52.000,Precinct,75-01 61 STREET,11385,,,40.698437832592894,"{'type': 'Point', 'coordinates': [-73.893893429275, 40.698437832593]}",Residential Building/House,-73.89389342927507,ONLINE,QUEENS,Unspecified,2019-03-11T01:40:29.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,61 STREET,,,41923225,1013672,193754,0
163,ADDRESS,DSNY,Department of Sanitation,5051560051,STATEN ISLAND,,,,STATEN ISLAND,2019-03-13T00:00:00.000,03 STATEN ISLAND,Request Large Bulky Item Collection,2019-03-11T00:14:00.000,HILLCREST STREET,NASH COURT,Request Large Bulky Item Collection,,N/A,209 NELSON AVENUE,10308,,,40.544441264692495,"{'type': 'Point', 'coordinates': [-74.148222011562, 40.544441264692]}",Sidewalk,-74.14822201156204,PHONE,STATEN ISLAND,Unspecified,2019-03-13T00:00:00.000,,,Closed,NELSON AVENUE,,,41919975,943055,137666,0
164,ADDRESS,NYPD,New York City Police Department,4068290001,QUEENS,,,,FRESH MEADOWS,2019-03-11T05:06:22.000,08 QUEENS,Non-Emergency Police Matter,2019-03-11T00:14:13.000,78 AVENUE,78 ROAD,Other (complaint details),2019-03-11T08:14:13.000,Precinct,78-15 PARSONS BOULEVARD,11366,,,40.72195913199264,"{'type': 'Point', 'coordinates': [-73.809696824262, 40.721959131993]}",Store/Commercial,-73.80969682426189,ONLINE,QUEENS,Unspecified,2019-03-11T05:06:22.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,PARSONS BOULEVARD,,,41922431,1037000,202363,0
165,ADDRESS,TLC,Taxi and Limousine Commission,3048010054,BROOKLYN,,,,BROOKLYN,,09 BROOKLYN,Taxi Complaint,2019-03-11T00:14:22.000,NOSTRAND AVENUE,NEW YORK AVENUE,Driver Complaint,2019-05-18T12:58:29.000,N/A,383 RUTLAND ROAD,11225,,,40.65954875508213,"{'type': 'Point', 'coordinates': [-73.948318439786, 40.659548755082]}",,-73.94831843978592,ONLINE,BROOKLYN,Unspecified,2019-04-18T12:59:32.000,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",,Assigned,RUTLAND ROAD,,JFK Airport,41919625,998589,179572,0
166,INTERSECTION,DEP,Department of Environmental Protection,,MANHATTAN,,,,NEW YORK,2019-03-12T02:00:00.000,07 MANHATTAN,Noise,2019-03-11T00:15:00.000,BROADWAY,W 61 ST,Noise: Construction Before/After Hours (NM1),,N/A,,10023,BROADWAY,WEST 61 STREET,40.76974190486236,"{'type': 'Point', 'coordinates': [-73.982118536961, 40.769741904862]}",,-73.98211853696071,PHONE,MANHATTAN,Unspecified,2019-03-12T02:00:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,,,,41931147,989203,219715,0
